date,1,2,3,4,5,6,7,8,9,10
09 Dec 2021,16.97,13.12,0.994,2.144,25.32,1.338,151.7604,1.0428,7.76,22.47
08 Dec 2021,17.07,13.14,0.993,2.128,25.1,1.3378,152.9023,1.0422,7.82,22.47
07 Dec 2021,17.03,12.98,0.992,2.14,24.96,1.3378,153.0635,1.0415,7.81,22.47
06 Dec 2021,16.62,12.71,0.992,2.109,23.59,1.3378,151.4626,1.0407,7.7,22.36
03 Dec 2021,16.5,12.8,0.992,2.091,24.32,1.3378,149.9665,1.0399,7.62,22.33
02 Dec 2021,16.5,12.78,0.992,2.108,24.77,1.3378,151.2822,1.039,7.69,22.28
01 Dec 2021,16.62,12.85,0.991,2.09,25.72,1.3378,156.602,1.0396,7.59,22.28
30 Nov 2021,16.48,12.72,0.993,2.074,25.98,1.3378,156.1797,1.0397,7.63,22.23
29 Nov 2021,16.6,12.85,0.993,2.095,25.8,1.3378,158.2412,1.0382,7.74,22.27
26 Nov 2021,16.5,12.82,0.993,2.101,25.73,1.3377,157.4616,1.04,7.71,22.23
25 Nov 2021,17.03,13.12,0.993,2.146,25.88,1.3376,159.5776,1.0399,7.91,22.50888889
24 Nov 2021,16.91,13.08,0.993,2.143,25.39,1.3375,159.3155,1.041,7.9,22.36
23 Nov 2021,17.07,13.08,0.993,2.137,26.12,1.3376,162.9458,1.0419,7.9,22.38
22 Nov 2021,17.22,13.24,0.993,2.138,26.98,1.3375,166.3386,1.0426,7.89,22.47
19 Nov 2021,17.18,13.23,0.992,2.137,27.32,1.3375,170.3197,1.0426,7.94,22.53
18 Nov 2021,17.28,13.23,0.993,2.128,27.49,1.3374,173.1242,1.0423,7.98,22.55
17 Nov 2021,17.29,13.25,0.992,2.161,27.65,1.3373,171.0735,1.041,8.03,22.54
16 Nov 2021,17.32,13.16,0.991,2.168,27.51,1.3373,173.5029,1.0404,8.05,22.56
15 Nov 2021,17.24,13.09,0.994,2.152,27.66,1.3373,173.1612,1.0414,8.08,22.59
12 Nov 2021,17.19,13.02,0.992,2.162,27.36,1.3372,172.8356,1.0407,8.09,22.6
11 Nov 2021,17.13,13.02,0.991,2.166,27.17,1.3372,169.5755,1.0341,8.05,22.61
10 Nov 2021,17.05,13.02,0.989,2.121,27.25,1.3371,164.7725,1.0347,8.06,22.62
09 Nov 2021,17.02,13.05,0.988,2.101,27.18,1.3371,162.7317,1.0282,8.14,22.64
08 Nov 2021,17.09,13.02,0.99,2.114,27.38,1.3371,161.7503,1.0336,8.13,22.66
05 Nov 2021,17.06,13.05,0.992,2.096,27.29,1.3371,157.4717,1.0394,8.13,22.67
04 Nov 2021,17.03,12.96,0.994555556,2.123,27.18,1.337011111,159.7415,1.045833333,8.07,22.57
03 Nov 2021,16.9,12.86,0.994,2.13,26.81,1.3371,153.5437,1.0445,8.09,22.52
02 Nov 2021,16.85,12.77,0.994,2.126,26.78,1.337,154.7733,1.0441,8.05,22.51
01 Nov 2021,16.81,12.50555556,0.994,2.162,26.32111111,1.3371,156.332,1.0434,8.07,22.54555556
29 Oct 2021,16.65,12.58,0.994,2.14,26.47,1.3371,159.2009,1.0463,8.04,22.52
28 Oct 2021,16.69,12.61,0.994,2.162,26.38,1.3371,162.688,1.0467,8.1,22.54
27 Oct 2021,16.71,12.59,0.994,2.178,26.43,1.337,162.8689,1.0471,8.08,22.6
26 Oct 2021,16.74,12.59,0.995,2.204,26.45,1.3369,164.5043,1.0471,8.12,22.58
25 Oct 2021,16.64,12.53,0.995,2.226,26.23,1.3369,162.8127,1.0469,8.14,22.52
22 Oct 2021,16.65,12.47,0.997,2.235,26.37,1.3369,160.9497,1.0464,8.13,22.51
21 Oct 2021,16.55,12.39,0.994,2.233,26.23,1.3369,161.8094,1.0473,8.15,22.52
20 Oct 2021,16.53,12.43,0.995,2.225,26.2,1.3369,160.7934,1.0482,8.18,22.56
19 Oct 2021,16.52,12.36,0.995,2.231,26.13,1.3368,159.6491,1.0475,8.16,22.56
18 Oct 2021,16.52,12.35,0.994,2.214,25.77,1.3369,159.717,1.0465,8.1,22.54
15 Oct 2021,16.62,12.3,0.996,2.206,25.84,1.3369,161.5461,1.0457,8.15,22.57
14 Oct 2021,16.12571429,12.16,0.996,2.196,25.59,1.3369,160.246,1.0444,8.1,22.55
13 Oct 2021,16.1325,12.04,0.996,2.195,24.98,1.3369,153.8102,1.0443,8.03,22.46
12 Oct 2021,16.14,12.02,0.997,2.195,24.48,1.3369,151.4037,1.0432,7.99,22.42
11 Oct 2021,16.16,12.06,0.999,2.214,24.73,1.3369,150.66,1.0428,8,22.49
08 Oct 2021,16.2,12.09,1,2.216,24.99,1.3368,150.9682,1.0456,8.04,22.5
07 Oct 2021,16.2,12.04,1.002,2.22,25.07,1.3368,150.0915,1.0462,8.08,22.53
06 Oct 2021,15.96,11.81,1.003,2.18,24.23,1.3368,146.2203,1.0468,8.03,22.52
05 Oct 2021,16.1,11.82,1.003,2.192,24.42,1.3368,146.5475,1.0476,8.05,22.57
04 Oct 2021,16.12,11.9,1.004,2.161,24.63,1.3368,144.7032,1.0481,8.01,22.59
01 Oct 2021,16.345,11.82,1.003,2.172,24.94,1.3367,144.7138,1.048,8.08,22.59
30 Sep 2021,16.18,12.05,1.004,2.195,25.16,1.3366,141.4693,1.0476,8.02,22.59
29 Sep 2021,16.19,11.95,1.004,2.17,25.42,1.3367,143.0495,1.0481,8.04,22.6
28 Sep 2021,16.14,12.11,1.005,2.171,25.8,1.3366,142.8148,1.0489,8.06,22.63
27 Sep 2021,16.46,12.32,1.005,2.146,26.48,1.3366,144.1353,1.0486,8.17,22.7
24 Sep 2021,16.56,12.33,1.005,2.145,26.77,1.3365,143.9003,1.0491,8.15,22.67
23 Sep 2021,16.72,12.34,1.005,2.174,26.91,1.3364,149.3848,1.0481,8.18,22.73
22 Sep 2021,16.56444444,12.23,1.005,2.154,26.49,1.3365,148.992,1.0479,8.13,22.73
21 Sep 2021,16.36,12.26,1.005,2.137,26.37,1.3364,148.2655,1.0486,8.1,22.72
20 Sep 2021,16.15,12.17,1.006,2.128,26.39,1.3364,146.0248,1.0486,8.08,22.69
17 Sep 2021,16.62,12.47,1.007,2.179,27.02,1.3363,149.9997,1.0494,8.2,22.78
16 Sep 2021,16.67,12.45,1.008,2.18,26.72,1.3363,155.7682,1.0508,8.25,22.81
15 Sep 2021,16.57,12.38,1.01,2.193,26.58,1.3362,155.8153,1.0505,8.27,22.83
14 Sep 2021,16.68,12.4,1.01,2.22,26.72,1.3362,156.1159,1.0512,8.24,22.82
13 Sep 2021,16.68,12.48,1.01,2.255,26.44,1.3363,152.2373,1.0509,8.29,22.8
10 Sep 2021,16.7,12.46,1.01,2.245,27.14,1.3362,154.5336,1.0512,8.25,22.78
09 Sep 2021,16.65,12.47,1.01,2.242,26.76,1.3362,154.9712,1.0508,8.29,22.75
08 Sep 2021,16.74,12.48,1.01,2.241,26.91,1.3362,155.5259,1.0506,8.3,22.77
07 Sep 2021,16.89,12.56,1.01,2.258,27.24,1.3361,160.0181,1.0511,8.38,22.78
06 Sep 2021,16.94,12.55,1.009,2.248,27.32,1.3361,156.9846778,1.0511,8.42,22.71333333
03 Sep 2021,16.76,12.51,1.009,2.22,27.19,1.3361,157.5122,1.0504,8.39,22.8
02 Sep 2021,16.86,12.52,1.009,2.222,26.93,1.3361,158.1868,1.0498,8.38,22.79
01 Sep 2021,16.79,12.55,1.009,2.21,26.64,1.336,159.426,1.0497,8.37,22.77
31 Aug 2021,16.68,12.55,1.009,2.178,26.4,1.336,156.3905,1.0497,8.33,22.75
30 Aug 2021,16.78,12.52,1.008,2.15,26.33,1.336,159.7125,1.0495,8.3,22.72
27 Aug 2021,16.76,12.49,1.007,2.146,25.94,1.336,154.2569,1.049,8.3,22.73
26 Aug 2021,16.75,12.49,1.008,2.146,25.96,1.336,153.8056,1.0482,8.24,22.61
25 Aug 2021,16.8,12.52,1.009,2.161,26.04,1.336,156.5218,1.0482,8.28,22.66
24 Aug 2021,16.78,12.55,1.008,2.162,25.82,1.336,157.0498,1.048,8.27,22.59
23 Aug 2021,16.75,12.49,1.008,2.13,25.34,1.3359,151.611,1.0479,8.2,22.56
20 Aug 2021,16.65,12.34,1.009,2.119,24.71,1.3359,149.6994,1.0471,8.14,22.53
19 Aug 2021,16.59,12.24,1.009,2.129,24.54,1.3359,151.107,1.0473,8.13,22.5
18 Aug 2021,16.85,12.43,1.009,2.177,24.7,1.3359,155.0278,1.047,8.2,22.54
17 Aug 2021,16.84,12.42,1.009,2.156,24.61,1.3359,156.3542,1.0469,8.21,22.53
16 Aug 2021,16.84,12.38,1.011,2.178,25.12,1.3358,157.042,1.0469,8.29,22.57
13 Aug 2021,16.97,12.43,1.011,2.184,25.58,1.3358,154.7435,1.0461,8.31,22.58
12 Aug 2021,16.93,12.36,1.011,2.188,25.64,1.3357,156.7702,1.0464,8.3,22.57
11 Aug 2021,16.91,12.36,1.01,2.194,25.84,1.3357,153.6518,1.0465,8.32,22.56
10 Aug 2021,16.87,12.35,1.01,2.178,26.28,1.3357,155.5387,1.0465,8.3,22.53
09 Aug 2021,16.79,12.31,1.009555556,2.164,26.11,1.335544444,167.0712222,1.045977778,8.28,22.57
06 Aug 2021,16.74,12.28,1.011,2.126,26.33,1.3356,165.2121,1.0463,8.32,22.6
05 Aug 2021,16.69,12.24,1.01,2.141,26.38,1.3356,169.6126,1.046,8.33,22.62
04 Aug 2021,16.65,12.19,1.01,2.15,26.06,1.3356,170.2261,1.0461,8.3,22.62
03 Aug 2021,16.53,12.1,1.01,2.138,25.91,1.3356,168.4579,1.0464,8.32,22.64
02 Aug 2021,16.54,12.12,1.009,2.149,26.01,1.3355,169.7825,1.0463,8.29,22.65
30 Jul 2021,16.48,12.02,1.009,2.125,25.95,1.3355,168.9926,1.0459,8.29,22.62
29 Jul 2021,16.5,12.04,1.009,2.132,26.02,1.3355,166.246,1.0457,8.35,22.62
28 Jul 2021,16.45,12.03,1.009,2.129,25.51,1.3355,162.6378,1.0454,8.32,22.64
27 Jul 2021,16.36,12.05,1.009,2.09,25.5,1.3355,162.4734,1.0457,8.26,22.59
26 Jul 2021,16.52,12.04,1.01,2.153,25.98,1.3354,161.488,1.0461,8.29,22.62
23 Jul 2021,16.44,12.01,1.011,2.209,25.92,1.3354,163.3494,1.0457,8.32,22.62
22 Jul 2021,16.25,11.91,1.011,2.243,25.79,1.3353,164.9512,1.0451,8.35,22.61
21 Jul 2021,16.16,11.89,1.011,2.228,25.5,1.3354,163.1007,1.0455,8.34,22.59
20 Jul 2021,15.8,11.76,1.011111111,2.221,24.9,1.335122222,166.8391889,1.045525,8.26,22.56
19 Jul 2021,15.66,11.77,1.011,2.22,24.66,1.3353,162.9415,1.0451,8.17,22.54
16 Jul 2021,16.12,11.9,1.01,2.241,25.33,1.3352,171.3519,1.0457,8.31,22.61
15 Jul 2021,16.22,11.92,1.012,2.248,25.67,1.3352,169.8615,1.0457,8.36,22.61
14 Jul 2021,16.34,11.96,1.011,2.225,26.13,1.3352,168.7384,1.0456,8.42,22.61
13 Jul 2021,16.36,11.91,1.012,2.242,26.03,1.3351,163.1406,1.0457,8.4,22.61
12 Jul 2021,16.37,11.85,1.011,2.222,26.17,1.3351,166.3709,1.0453,8.42,22.63
09 Jul 2021,16.23,11.8,1.011,2.226,25.75,1.335,164.2153,1.0454,8.41,22.62
08 Jul 2021,16.02,11.76,1.011,2.209,25.54,1.335,166.3393,1.0457,8.31,22.61
07 Jul 2021,16.38,11.82,1.011,2.251,26.49,1.335,168.5933,1.0457,8.42,22.65
06 Jul 2021,16.42,11.77,1.011,2.254,26.38,1.3349,167.4247,1.0458,8.43,22.6
05 Jul 2021,16.41,11.73,1.011,2.267,26.42,1.3348,167.0895,1.0464,8.48,22.5825
02 Jul 2021,16.32,11.69,1.01,2.275,26.42,1.3348,165.4605,1.0457,8.49,22.62
01 Jul 2021,16.25444444,11.65,1.009,2.291,26.39,1.3348,165.5129,1.0454,8.47,22.6
30 Jun 2021,16.22,11.6,1.01,2.292,26.54,1.3347,162.6076,1.0459,8.47,22.59
29 Jun 2021,16.31,11.62,1.01,2.306,26.65,1.3347,164.0948,1.0455,8.51,22.56
28 Jun 2021,16.27,11.58,1.009,2.321,26.44,1.3347,166.5532,1.0456,8.51,22.56
25 Jun 2021,16.31,11.56,1.009,2.326,26.3,1.3346,168.6189,1.0451,8.54,22.61
24 Jun 2021,16.3,11.51,1.009,2.302,26.22,1.3346,167.8283,1.0446,8.51,22.6
23 Jun 2021,16.23,11.37,1.009,2.292,25.23,1.3345,169.4483,1.0446,8.46,22.55888889
22 Jun 2021,16.25,11.48,1.009,2.28,25.48,1.3345,169.1374,1.0452,8.47,22.52
21 Jun 2021,16.19,11.38,1.009,2.269,25.44,1.3345,169.1088,1.0451,8.46,22.51
18 Jun 2021,16.21,11.49,1.008,2.265,25.55,1.3344,170.6541,1.0451,8.4,22.52
17 Jun 2021,16.42,11.39,1.008,2.288,25.24,1.3344,177.6269,1.0449,8.49,22.53
16 Jun 2021,16.49,11.39,1.009,2.253,25.15,1.3343,183.4584,1.0452,8.53,22.55
15 Jun 2021,16.48,11.39,1.011,2.262,25.38,1.3343,184.9259,1.0449,8.59,22.58
14 Jun 2021,16.38,11.36,1.011,2.291,25.3,1.3343,187.4909,1.0448,8.6,22.6
11 Jun 2021,16.43,11.27,1.012,2.281,24.85,1.3342,190.6154,1.0448,8.62,22.62
10 Jun 2021,16.37,11.18,1.01,2.284,24.68,1.3342,185.9102,1.044,8.63,22.6
09 Jun 2021,16.37,11.13,1.009,2.285,24.54,1.3341,186.8942,1.0447,8.6,22.57
08 Jun 2021,16.43,11.14,1.008,2.277,24.55,1.3341,188.7562,1.0441,8.62,22.53
07 Jun 2021,16.45,11.14,1.008,2.272,24.31,1.334,189.2721,1.044,8.65,22.48
04 Jun 2021,16.36,11.08,1.007,2.287,24.24,1.334,188.0287,1.0434,8.66,22.46
03 Jun 2021,16.31,11.05,1.006,2.277,24.04,1.3339,191.373,1.0432,8.61,22.4
02 Jun 2021,16.34,11.03,1.005,2.294,24.37,1.3339,193.4022,1.0435,8.65,22.41
01 Jun 2021,16.36,11.07,1.005,2.296,24.55,1.3339,194.6643,1.0429,8.64,22.37
31 May 2021,16.22,11.06,1.005,2.287,24.44,1.3339,193.273,1.0436,8.62,22.26375
28 May 2021,16.23,11.08,1.006,2.297,24.43,1.3339,190.6151,1.0427,8.63,22.34
27 May 2021,16.14,11.06,1.005,2.302,24.06,1.3341,193.1849,1.0423,8.61,22.31
26 May 2021,15.98,11.04,1.0045,2.295,24.09,1.333725,191.5990375,1.04185,8.59,22.35
25 May 2021,16.04,11.04,1.004,2.29,23.91,1.3338,193.7246,1.0423,8.56,22.33
24 May 2021,15.71625,10.90375,1.004,2.27,22.58,1.3338,194.4877,1.0425,8.56,22.19875
21 May 2021,15.89,10.95,1.004,2.274,23.49,1.3338,194.695,1.042,8.53,22.22
20 May 2021,15.75,10.85,1.003,2.289,23.1,1.3337,192.3082,1.0415,8.55,22.2
19 May 2021,15.72444444,10.79,1.004,2.275,22.22,1.3337,192.4627,1.0418,8.49,22.14
18 May 2021,15.84,10.95,1.003,2.297,22.61,1.3337,194.2358,1.0419,8.53,22.22
17 May 2021,15.76,10.98,1.008,2.276,22.11,1.3337,188.5367,1.0416,8.52,22.22
14 May 2021,15.72,10.94,1.006,2.268,22.04,1.3336,182.3416,1.0412,8.57,22.22
13 May 2021,15.56,10.99555556,1.005,2.248,23.76888889,1.3335,178.5921889,1.040233333,8.47,22.22666667
12 May 2021,15.61,10.89,1.006,2.285,22.41,1.3336,185.9261,1.0415,8.43,22.15
11 May 2021,15.6,10.88,1.006,2.284,22.66,1.3336,184.4513,1.041,8.56,22.22
10 May 2021,15.89,11.07,1.006,2.306,23.12,1.3336,186.9493,1.0412,8.6,22.28
07 May 2021,15.87,11.07,1.005,2.313,23.84,1.3335,182.3419,1.0408,8.68,22.28
06 May 2021,15.67,11,1.006,2.314,23.45,1.3335,175.2893,1.0394,8.61,22.25
05 May 2021,15.72,11.01,1.005,2.313,24.09,1.3335,174.4456,1.0395,8.55,22.23
04 May 2021,15.51,11.03,1.005,2.298,24.05,1.3335,176.3912,1.0396,8.54,22.21
03 May 2021,15.76,10.99,1.003,2.302,24.97,1.3334,169.7179,1.0394,8.6,22.22
30 Apr 2021,15.75,11.02,1.003,2.301,25.33,1.3333,171.8171,1.0397,8.57,22.2
29 Apr 2021,15.77,11.05,1.002,2.323,25.69,1.3333,176.3459,1.0397,8.67,22.19
28 Apr 2021,15.83,11.03,1.001,2.323,25.94,1.3333,174.0839,1.0394,8.65,22.16
27 Apr 2021,15.8,11.05,1.001,2.32,26.06,1.3334,180.0678,1.0392,8.64,22.16
26 Apr 2021,15.81,11.05,1.001,2.323,25.85,1.3334,179.5657,1.0379,8.65,22.17
23 Apr 2021,15.69,11,1.002,2.353,25.62,1.3333,181.5974,1.0377,8.62,22.17
22 Apr 2021,15.63,11.06,1.001,2.35,25.36,1.3333,184.0033,1.0371,8.54,22.15
21 Apr 2021,15.48,10.97,1.001,2.334,24.81,1.3333,180.6683,1.0373,8.57,22.12
20 Apr 2021,15.58,10.97,1.001,2.328,25.15,1.3333,180.113,1.0362,8.52,22.12
19 Apr 2021,15.84,11.1,1.001,2.346,25.56,1.3333,181.3016,1.0372,8.61,22.16
16 Apr 2021,15.82,11.05,0.999,2.347,25.46,1.3333,178.7072,1.0361,8.65,22.17
15 Apr 2021,15.73,10.97,1.002,2.32,25.56,1.3332,172.191,1.0342,8.63,22.14
14 Apr 2021,15.64,11.02,1.002,2.334,25.76,1.3326,174.7013,1.0386,8.57,22.06
